center,left,right,steering,throttle,brake,speed
IMG/center_2016_12_01_13_32_57_912.jpg, IMG/left_2016_12_01_13_32_57_912.jpg, IMG/right_2016_12_01_13_32_57_912.jpg,-0.1167233,0.9855326,0,30.18549
IMG/center_2016_12_01_13_32_58_012.jpg, IMG/left_2016_12_01_13_32_58_012.jpg, IMG/right_2016_12_01_13_32_58_012.jpg,-0.1167233,0.9855326,0,30.18592
IMG/center_2016_12_01_13_32_58_113.jpg, IMG/left_2016_12_01_13_32_58_113.jpg, IMG/right_2016_12_01_13_32_58_113.jpg,-0.09773462,0.9855326,0,30.18656
IMG/center_2016_12_01_13_32_59_023.jpg, IMG/left_2016_12_01_13_32_59_023.jpg, IMG/right_2016_12_01_13_32_59_023.jpg,0.01391724,0.9855326,0,30.18657
IMG/center_2016_12_01_13_32_59_124.jpg, IMG/left_2016_12_01_13_32_59_124.jpg, IMG/right_2016_12_01_13_32_59_124.jpg,0.02348577,0.9855326,0,30.18657
IMG/center_2016_12_01_13_32_59_224.jpg, IMG/left_2016_12_01_13_32_59_224.jpg, IMG/right_2016_12_01_13_32_59_224.jpg,0.02348577,0.9855326,0,30.18657
IMG/center_2016_12_01_13_32_59_325.jpg, IMG/left_2016_12_01_13_32_59_325.jpg, IMG/right_2016_12_01_13_32_59_325.jpg,0.0617599,0.9855326,0,30.18599
IMG/center_2016_12_01_13_32_59_427.jpg, IMG/left_2016_12_01_13_32_59_427.jpg, IMG/right_2016_12_01_13_32_59_427.jpg,0.100034,0.9855326,0,30.185
IMG/center_2016_12_01_13_32_59_527.jpg, IMG/left_2016_12_01_13_32_59_527.jpg, IMG/right_2016_12_01_13_32_59_527.jpg,0.100034,0.9855326,0,30.18587
IMG/center_2016_12_01_13_32_59_628.jpg, IMG/left_2016_12_01_13_32_59_628.jpg, IMG/right_2016_12_01_13_32_59_628.jpg,0.1574452,0.9855326,0,30.18455
IMG/center_2016_12_01_13_32_59_730.jpg, IMG/left_2016_12_01_13_32_59_730.jpg, IMG/right_2016_12_01_13_32_59_730.jpg,0.1574452,0.9855326,0,30.18537
IMG/center_2016_12_01_13_33_01_549.jpg, IMG/left_2016_12_01_13_33_01_549.jpg, IMG/right_2016_12_01_13_33_01_549.jpg,0.1287396,0.9855326,0,30.18215
IMG/center_2016_12_01_13_33_01_649.jpg, IMG/left_2016_12_01_13_33_01_649.jpg, IMG/right_2016_12_01_13_33_01_649.jpg,0.1287396,0.9855326,0,30.18467
IMG/center_2016_12_01_13_33_01_750.jpg, IMG/left_2016_12_01_13_33_01_750.jpg, IMG/right_2016_12_01_13_33_01_750.jpg,0.1287396,0.9855326,0,30.1855
IMG/center_2016_12_01_13_33_01_851.jpg, IMG/left_2016_12_01_13_33_01_851.jpg, IMG/right_2016_12_01_13_33_01_851.jpg,0.1670138,0.9855326,0,30.18442
IMG/center_2016_12_01_13_33_01_951.jpg, IMG/left_2016_12_01_13_33_01_951.jpg, IMG/right_2016_12_01_13_33_01_951.jpg,0.1670138,0.9855326,0,30.18516
IMG/center_2016_12_01_13_33_02_052.jpg, IMG/left_2016_12_01_13_33_02_052.jpg, IMG/right_2016_12_01_13_33_02_052.jpg,0.1670138,0.9855326,0,30.18565
IMG/center_2016_12_01_13_33_02_153.jpg, IMG/left_2016_12_01_13_33_02_153.jpg, IMG/right_2016_12_01_13_33_02_153.jpg,0.1670138,0.9855326,0,30.18587
IMG/center_2016_12_01_13_33_02_255.jpg, IMG/left_2016_12_01_13_33_02_255.jpg, IMG/right_2016_12_01_13_33_02_255.jpg,0.1670138,0.9855326,0,30.18595
IMG/center_2016_12_01_13_33_02_357.jpg, IMG/left_2016_12_01_13_33_02_357.jpg, IMG/right_2016_12_01_13_33_02_357.jpg,0.1574452,0.9855326,0,30.18637
IMG/center_2016_12_01_13_33_02_966.jpg, IMG/left_2016_12_01_13_33_02_966.jpg, IMG/right_2016_12_01_13_33_02_966.jpg,0.01391724,0.9855326,0,30.18661
IMG/center_2016_12_01_13_33_03_068.jpg, IMG/left_2016_12_01_13_33_03_068.jpg, IMG/right_2016_12_01_13_33_03_068.jpg,0.1670138,0.9855326,0,30.18203
IMG/center_2016_12_01_13_33_03_170.jpg, IMG/left_2016_12_01_13_33_03_170.jpg, IMG/right_2016_12_01_13_33_03_170.jpg,0.1670138,0.9855326,0,30.18435
IMG/center_2016_12_01_13_33_03_271.jpg, IMG/left_2016_12_01_13_33_03_271.jpg, IMG/right_2016_12_01_13_33_03_271.jpg,0.1670138,0.9855326,0,30.18526
IMG/center_2016_12_01_13_33_03_371.jpg, IMG/left_2016_12_01_13_33_03_371.jpg, IMG/right_2016_12_01_13_33_03_371.jpg,0.1670138,0.9855326,0,30.18558
IMG/center_2016_12_01_13_33_03_473.jpg, IMG/left_2016_12_01_13_33_03_473.jpg, IMG/right_2016_12_01_13_33_03_473.jpg,0.1670138,0.9855326,0,30.18582
IMG/center_2016_12_01_13_33_03_574.jpg, IMG/left_2016_12_01_13_33_03_574.jpg, IMG/right_2016_12_01_13_33_03_574.jpg,0.1574452,0.9855326,0,30.18633
IMG/center_2016_12_01_13_33_04_588.jpg, IMG/left_2016_12_01_13_33_04_588.jpg, IMG/right_2016_12_01_13_33_04_588.jpg,0.1287396,0.9855326,0,30.18367
IMG/center_2016_12_01_13_33_04_689.jpg, IMG/left_2016_12_01_13_33_04_689.jpg, IMG/right_2016_12_01_13_33_04_689.jpg,0.1287396,0.9855326,0,30.18523
IMG/center_2016_12_01_13_33_04_789.jpg, IMG/left_2016_12_01_13_33_04_789.jpg, IMG/right_2016_12_01_13_33_04_789.jpg,0.1287396,0.9855326,0,30.18573
IMG/center_2016_12_01_13_33_04_891.jpg, IMG/left_2016_12_01_13_33_04_891.jpg, IMG/right_2016_12_01_13_33_04_891.jpg,0.1287396,0.9855326,0,30.18607
IMG/center_2016_12_01_13_33_04_992.jpg, IMG/left_2016_12_01_13_33_04_992.jpg, IMG/right_2016_12_01_13_33_04_992.jpg,0.1287396,0.9855326,0,30.18615
IMG/center_2016_12_01_13_33_05_092.jpg, IMG/left_2016_12_01_13_33_05_092.jpg, IMG/right_2016_12_01_13_33_05_092.jpg,0.1287396,0.9855326,0,30.18623
IMG/center_2016_12_01_13_33_05_194.jpg, IMG/left_2016_12_01_13_33_05_194.jpg, IMG/right_2016_12_01_13_33_05_194.jpg,0.1287396,0.9855326,0,30.18618
IMG/center_2016_12_01_13_33_05_295.jpg, IMG/left_2016_12_01_13_33_05_295.jpg, IMG/right_2016_12_01_13_33_05_295.jpg,0.1287396,0.9855326,0,30.18627
IMG/center_2016_12_01_13_33_05_396.jpg, IMG/left_2016_12_01_13_33_05_396.jpg, IMG/right_2016_12_01_13_33_05_396.jpg,0.1574452,0.9855326,0,30.18507
IMG/center_2016_12_01_13_33_05_496.jpg, IMG/left_2016_12_01_13_33_05_496.jpg, IMG/right_2016_12_01_13_33_05_496.jpg,0.1670138,0.9855326,0,30.18515
IMG/center_2016_12_01_13_33_05_599.jpg, IMG/left_2016_12_01_13_33_05_599.jpg, IMG/right_2016_12_01_13_33_05_599.jpg,0.1765823,0.9855326,0,30.18524
IMG/center_2016_12_01_13_33_05_701.jpg, IMG/left_2016_12_01_13_33_05_701.jpg, IMG/right_2016_12_01_13_33_05_701.jpg,0.1765823,0.9855326,0,30.18559
IMG/center_2016_12_01_13_33_05_802.jpg, IMG/left_2016_12_01_13_33_05_802.jpg, IMG/right_2016_12_01_13_33_05_802.jpg,0.1765823,0.9855326,0,30.18562
IMG/center_2016_12_01_13_33_05_903.jpg, IMG/left_2016_12_01_13_33_05_903.jpg, IMG/right_2016_12_01_13_33_05_903.jpg,0.1765823,0.9855326,0,30.18583
IMG/center_2016_12_01_13_33_06_005.jpg, IMG/left_2016_12_01_13_33_06_005.jpg, IMG/right_2016_12_01_13_33_06_005.jpg,0.1765823,0.9855326,0,30.18596
IMG/center_2016_12_01_13_33_06_108.jpg, IMG/left_2016_12_01_13_33_06_108.jpg, IMG/right_2016_12_01_13_33_06_108.jpg,0.1478767,0.9855326,0,30.18691
IMG/center_2016_12_01_13_33_06_209.jpg, IMG/left_2016_12_01_13_33_06_209.jpg, IMG/right_2016_12_01_13_33_06_209.jpg,0.1287396,0.9855326,0,30.18694
IMG/center_2016_12_01_13_33_06_310.jpg, IMG/left_2016_12_01_13_33_06_310.jpg, IMG/right_2016_12_01_13_33_06_310.jpg,0.1287396,0.9855326,0,30.18661
IMG/center_2016_12_01_13_33_06_411.jpg, IMG/left_2016_12_01_13_33_06_411.jpg, IMG/right_2016_12_01_13_33_06_411.jpg,0.1287396,0.9855326,0,30.18642
IMG/center_2016_12_01_13_33_06_512.jpg, IMG/left_2016_12_01_13_33_06_512.jpg, IMG/right_2016_12_01_13_33_06_512.jpg,0.1287396,0.9855326,0,30.18593
IMG/center_2016_12_01_13_33_08_039.jpg, IMG/left_2016_12_01_13_33_08_039.jpg, IMG/right_2016_12_01_13_33_08_039.jpg,0.243562,0.9855326,0,30.17241
IMG/center_2016_12_01_13_33_08_142.jpg, IMG/left_2016_12_01_13_33_08_142.jpg, IMG/right_2016_12_01_13_33_08_142.jpg,0.243562,0.9855326,0,30.18
IMG/center_2016_12_01_13_33_08_244.jpg, IMG/left_2016_12_01_13_33_08_244.jpg, IMG/right_2016_12_01_13_33_08_244.jpg,0.2339935,0.9855326,0,30.18364
IMG/center_2016_12_01_13_33_08_346.jpg, IMG/left_2016_12_01_13_33_08_346.jpg, IMG/right_2016_12_01_13_33_08_346.jpg,0.243562,0.9855326,0,30.18405
IMG/center_2016_12_01_13_33_08_447.jpg, IMG/left_2016_12_01_13_33_08_447.jpg, IMG/right_2016_12_01_13_33_08_447.jpg,0.2339935,0.9855326,0,30.18516
IMG/center_2016_12_01_13_33_08_548.jpg, IMG/left_2016_12_01_13_33_08_548.jpg, IMG/right_2016_12_01_13_33_08_548.jpg,0.2148564,0.9855326,0,30.18562
IMG/center_2016_12_01_13_33_08_649.jpg, IMG/left_2016_12_01_13_33_08_649.jpg, IMG/right_2016_12_01_13_33_08_649.jpg,0.0904655,0.9855326,0,30.18855
IMG/center_2016_12_01_13_33_09_562.jpg, IMG/left_2016_12_01_13_33_09_562.jpg, IMG/right_2016_12_01_13_33_09_562.jpg,0.004348711,0.9855326,0,30.18659
IMG/center_2016_12_01_13_33_09_662.jpg, IMG/left_2016_12_01_13_33_09_662.jpg, IMG/right_2016_12_01_13_33_09_662.jpg,0.05219137,0.9855326,0,30.18616
IMG/center_2016_12_01_13_33_09_765.jpg, IMG/left_2016_12_01_13_33_09_765.jpg, IMG/right_2016_12_01_13_33_09_765.jpg,0.05219137,0.9855326,0,30.18638
IMG/center_2016_12_01_13_33_09_868.jpg, IMG/left_2016_12_01_13_33_09_868.jpg, IMG/right_2016_12_01_13_33_09_868.jpg,0.05219137,0.9855326,0,30.18648
IMG/center_2016_12_01_13_33_09_970.jpg, IMG/left_2016_12_01_13_33_09_970.jpg, IMG/right_2016_12_01_13_33_09_970.jpg,0.05219137,0.9855326,0,30.18652
IMG/center_2016_12_01_13_33_10_071.jpg, IMG/left_2016_12_01_13_33_10_071.jpg, IMG/right_2016_12_01_13_33_10_071.jpg,0.05219137,0.9855326,0,30.18659
IMG/center_2016_12_01_13_33_10_173.jpg, IMG/left_2016_12_01_13_33_10_173.jpg, IMG/right_2016_12_01_13_33_10_173.jpg,0.1191711,0.9855326,0,30.18482
IMG/center_2016_12_01_13_33_10_276.jpg, IMG/left_2016_12_01_13_33_10_276.jpg, IMG/right_2016_12_01_13_33_10_276.jpg,0.1287396,0.9855326,0,30.1852
IMG/center_2016_12_01_13_33_10_377.jpg, IMG/left_2016_12_01_13_33_10_377.jpg, IMG/right_2016_12_01_13_33_10_377.jpg,0.1287396,0.9855326,0,30.18578
IMG/center_2016_12_01_13_33_10_479.jpg, IMG/left_2016_12_01_13_33_10_479.jpg, IMG/right_2016_12_01_13_33_10_479.jpg,0.1287396,0.9855326,0,30.18602
IMG/center_2016_12_01_13_33_10_579.jpg, IMG/left_2016_12_01_13_33_10_579.jpg, IMG/right_2016_12_01_13_33_10_579.jpg,0.1287396,0.9855326,0,30.18618
IMG/center_2016_12_01_13_33_10_682.jpg, IMG/left_2016_12_01_13_33_10_682.jpg, IMG/right_2016_12_01_13_33_10_682.jpg,0.0904655,0.9855326,0,30.18709
IMG/center_2016_12_01_13_33_13_011.jpg, IMG/left_2016_12_01_13_33_13_011.jpg, IMG/right_2016_12_01_13_33_13_011.jpg,0.1957194,0.9855326,0,30.17788
IMG/center_2016_12_01_13_33_13_113.jpg, IMG/left_2016_12_01_13_33_13_113.jpg, IMG/right_2016_12_01_13_33_13_113.jpg,0.0904655,0.9855326,0,30.18708
